origin_country_name,dispatch_country_name,commodity_code,steel_product_group,tonnes,value,active_months,origin_dispatch_different
Malaysia,South Africa,72202041,Stainless steel flat products under 600mm,10.94,12667,1,True
China,Turkey,72193290,Stainless steel flat products,10.938,26944,2,True
China,France,72288000,Other alloy bars rods and sections,10.925,32189,1,True
Portugal,Portugal,72069000,Ingots and primary forms,10.925,200764,28,False
Unknown / not supplied,Sweden,72193390,Stainless steel flat products,10.923,33457,1,True
France,France,72052900,Granules and powders,10.908,1831459,24,False
Netherlands,Germany,72163310,Angles shapes and sections,10.904,9860,1,True
Italy,Belgium,72222029,Stainless steel bars sections and wire,10.894,47101,6,True
Poland,Poland,72111400,Flat products under 600mm,10.885,20453,5,False
China,China,72283089,Other alloy bars rods and sections,10.884,69413,6,False
Finland,France,72192210,Stainless steel flat products,10.873999999999999,77352,2,True
Slovakia,Slovakia,72041000,Ferrous waste and scrap,10.866,3412,1,False
Italy,Germany,72230099,Stainless steel wire,10.862,69716,12,True
Belgium,South Korea,72202081,Stainless steel flat products under 600mm,10.854,10744,1,True
Sweden,Poland,72249090,Alloy steel ingots and semi-finished,10.85,31900,1,True
China,Italy,72149971,Other bars and rods,10.85,26918,2,True
France,France,72193390,Stainless steel flat products,10.84,13256,2,False
Ireland,France,72199080,Stainless steel flat products,10.836,235038,1,True
Italy,Germany,72287090,Other alloy bars rods and sections,10.812000000000001,10640,2,True
France,France,72288000,Other alloy bars rods and sections,10.805,50825,7,False
Turkey,Germany,72223097,Stainless steel bars sections and wire,10.804,12981,1,True
Portugal,Spain,72292000,Alloy steel wire,10.8,11375,1,True
Germany,Denmark,72254040,Other alloy flat products,10.8,13153,1,True
India,Poland,72192290,Stainless steel flat products,10.8,14110,1,True
Brazil,Netherlands,72085291,Hot-rolled flat products,10.8,12786,1,True
Belgium,Denmark,72193410,Stainless steel flat products,10.77,48269,1,True
Italy,Italy,72112380,Flat products under 600mm,10.764,12909,3,False
Austria,France,72169110,Angles shapes and sections,10.762,28699,3,True
China,Spain,72163310,Angles shapes and sections,10.74,23663,1,True
Romania,Netherlands,72251990,Other alloy flat products,10.74,12542,1,True
Czechia,France,72171039,Wire,10.739999999999998,11472,2,True
Romania,Netherlands,72202081,Stainless steel flat products under 600mm,10.737,29765,1,True
Germany,Germany,72044110,Ferrous waste and scrap,10.727,103495,2,False
China,Canada,72284010,Other alloy bars rods and sections,10.702,18999,1,True
Falkland Islands,Falkland Islands,72042900,Ferrous waste and scrap,10.7,29550,9,False
Czechia,Czechia,72122000,Coated flat products under 600mm,10.696,12410,6,False
Belgium,Belgium,72202021,Stainless steel flat products under 600mm,10.683,35668,2,False
Lithuania,Lithuania,72222021,Stainless steel bars sections and wire,10.68,13338,1,False
France,Germany,72162100,Angles shapes and sections,10.674,7842,3,True
India,Italy,72222081,Stainless steel bars sections and wire,10.667,54267,8,True
France,Germany,72164010,Angles shapes and sections,10.663,10787,5,True
Turkey,Turkey,72209080,Stainless steel flat products under 600mm,10.65,62364,1,False
Mexico,United States,72286080,Other alloy bars rods and sections,10.645,46988,6,True
Turkey,Ireland,72163390,Angles shapes and sections,10.638,9021,2,True
Italy,Netherlands,72163310,Angles shapes and sections,10.637,9706,6,True
Romania,Netherlands,72261980,Other alloy flat products under 600mm,10.62,12493,1,True
Estonia,Poland,72072080,Semi-finished steel,10.608,33021,1,True
Czechia,Czechia,72166900,Angles shapes and sections,10.602,21472,11,False
Austria,Germany,72085299,Hot-rolled flat products,10.591000000000001,15746,5,True
Hong Kong,Hong Kong,72193210,Stainless steel flat products,10.591,17157,1,False
Taiwan,Canada,72202021,Stainless steel flat products under 600mm,10.588000000000001,95750,3,True
India,India,72149939,Other bars and rods,10.585,6494,2,False
Germany,Belgium,72299090,Alloy steel wire,10.577,27474,2,True
Italy,Italy,72072015,Semi-finished steel,10.567,59385,2,False
South Korea,Ireland,72163291,Angles shapes and sections,10.555,11429,3,True
Austria,Austria,72222081,Stainless steel bars sections and wire,10.554,156031,5,False
United States,United States,72209020,Stainless steel flat products under 600mm,10.55,171449,12,False
Netherlands,Finland,72193210,Stainless steel flat products,10.55,20571,1,True
Thailand,Italy,72193310,Stainless steel flat products,10.545,87837,8,True
Denmark,Denmark,72166110,Angles shapes and sections,10.534,75814,10,False
Germany,Luxembourg,72222081,Stainless steel bars sections and wire,10.532,25332,3,True
Slovenia,Slovenia,72222039,Stainless steel bars sections and wire,10.506,50794,6,False
Germany,Austria,72283069,Other alloy bars rods and sections,10.5,19317,1,True
Spain,Belgium,72155080,Other bars and rods,10.495000000000001,5096,2,True
Unknown / not supplied,Ireland,72254040,Other alloy flat products,10.492,13393,4,True
Unknown / not supplied,Italy,72151000,Other bars and rods,10.491,10601,3,True
Italy,Denmark,72221111,Stainless steel bars sections and wire,10.484,84295,5,True
Netherlands,France,72259900,Other alloy flat products,10.46,13050,1,True
Belgium,Finland,72166190,Angles shapes and sections,10.458,37367,1,True
China,China,72163219,Angles shapes and sections,10.45,9710,1,False
Poland,Spain,72163190,Angles shapes and sections,10.447,8201,1,True
Slovenia,Germany,72254060,Other alloy flat products,10.423,28839,7,True
Netherlands,Belgium,72193410,Stainless steel flat products,10.418,23060,1,True
Poland,France,72269970,Other alloy flat products under 600mm,10.416,23418,2,True
Germany,Netherlands,72161000,Angles shapes and sections,10.415000000000001,25244,2,True
Italy,Spain,72299090,Alloy steel wire,10.413,34012,4,True
Germany,United States,72221119,Stainless steel bars sections and wire,10.41,73921,4,True
Luxembourg,Luxembourg,72259200,Other alloy flat products,10.402,23658,2,False
France,Slovakia,72112380,Flat products under 600mm,10.401,9103,1,True
Austria,Austria,72142000,Other bars and rods,10.4,10534,3,False
Germany,Germany,72071114,Semi-finished steel,10.399,254863,6,False
Germany,Denmark,72092690,Cold-rolled flat products,10.394,56730,15,True
Poland,Netherlands,72123000,Coated flat products under 600mm,10.377999999999998,15070,2,True
Italy,Netherlands,72163110,Angles shapes and sections,10.375,8215,5,True
Spain,France,72085198,Hot-rolled flat products,10.368,10409,1,True
Czechia,Czechia,72044990,Ferrous waste and scrap,10.366999999999999,6210,5,False
Austria,Germany,72085390,Hot-rolled flat products,10.338,13979,6,True
United States,United States,72155019,Other bars and rods,10.331,23975,9,False
Poland,Poland,72122000,Coated flat products under 600mm,10.318,33447,7,False
Germany,Netherlands,72191490,Stainless steel flat products,10.31,17460,1,True
Unknown / not supplied,Ireland,72192210,Stainless steel flat products,10.307,26571,17,True
Netherlands,Germany,72254060,Other alloy flat products,10.294,12129,2,True
United States,United States,72259900,Other alloy flat products,10.275,72066,9,False
Slovenia,France,72283070,Other alloy bars rods and sections,10.272,33374,5,True
Hungary,Hungary,72104900,Coated or plated flat products,10.26,7870,1,False
Finland,Sweden,72085191,Hot-rolled flat products,10.26,16065,1,True
Italy,Italy,72201100,Stainless steel flat products under 600mm,10.25,114579,13,False
Italy,Italy,72071111,Semi-finished steel,10.248,80608,13,False
Italy,Italy,72092500,Cold-rolled flat products,10.246,12823,1,False
Hong Kong,China,72193390,Stainless steel flat products,10.24,15285,1,True
France,Spain,72285061,Other alloy bars rods and sections,10.224,30287,1,True
Czechia,Italy,72283061,Other alloy bars rods and sections,10.221,12048,3,True
Ireland,Netherlands,72104100,Coated or plated flat products,10.218,17358,2,True
Denmark,Germany,72149110,Other bars and rods,10.216999999999999,9226,3,True
Austria,China,72223091,Stainless steel bars sections and wire,10.214,54813,1,True
United States,United States,72281090,Other alloy bars rods and sections,10.204999999999998,214121,11,False
South Africa,France,72193490,Stainless steel flat products,10.178,17595,1,True
Unknown / not supplied,Sweden,72169900,Angles shapes and sections,10.168,23329,4,True
Italy,Norway,72221111,Stainless steel bars sections and wire,10.165000000000001,102686,10,True
Finland,Poland,72193410,Stainless steel flat products,10.164,52861,6,True
Indonesia,Turkey,72191390,Stainless steel flat products,10.152,16897,1,True
Germany,Netherlands,72221119,Stainless steel bars sections and wire,10.15,34354,1,True
China,Hong Kong,72155019,Other bars and rods,10.14,6499,2,True
Germany,Denmark,72193210,Stainless steel flat products,10.13,95418,14,True
Indonesia,Spain,72193310,Stainless steel flat products,10.121,16702,1,True
France,Netherlands,72193310,Stainless steel flat products,10.11,25435,2,True
China,Netherlands,72121010,Coated flat products under 600mm,10.100999999999999,15000,1,True
Slovakia,Belgium,72172050,Wire,10.097,15481,1,True
Thailand,Thailand,72029980,Ferro-alloys,10.065999999999999,36448,3,False
Germany,Germany,72287010,Other alloy bars rods and sections,10.061,24856,6,False
Spain,Norway,72283069,Other alloy bars rods and sections,10.043,20693,7,True
Romania,Romania,72287090,Other alloy bars rods and sections,10.034,15389,1,False
Japan,Japan,72230019,Stainless steel wire,10.031,187327,18,False
Austria,Romania,72223091,Stainless steel bars sections and wire,10.006,51308,1,True
Germany,Germany,72164010,Angles shapes and sections,10.004,29214,8,False
Germany,Norway,72283061,Other alloy bars rods and sections,10.003,25251,4,True
Vietnam,Netherlands,72028000,Ferro-alloys,10.0,255149,3,True
United States,United States,72122000,Coated flat products under 600mm,10.0,6314,1,False
India,Netherlands,72029300,Ferro-alloys,10.0,225256,1,True
India,Netherlands,72024990,Ferro-alloys,10.0,23662,2,True
Canada,Australia,72029300,Ferro-alloys,10.0,242516,1,True
United Kingdom,Sweden,72027000,Ferro-alloys,10.0,300078,2,True
Estonia,Kazakhstan,72029980,Ferro-alloys,10.0,24813,1,True
India,France,72029980,Ferro-alloys,10.0,17440,3,True
Latvia,Germany,72029100,Ferro-alloys,10.0,32828,1,True
Canada,Netherlands,72099080,Cold-rolled flat products,10.0,238313,1,True
China,Netherlands,72029910,Ferro-alloys,10.0,4463,1,True
China,India,72021900,Ferro-alloys,10.0,5141,1,True
Unknown / not supplied,Italy,72142000,Other bars and rods,10.0,25892,1,True
Netherlands,Netherlands,72149110,Other bars and rods,9.996,11959,5,False
Malaysia,Netherlands,72202049,Stainless steel flat products under 600mm,9.988,11178,1,True
Belgium,Belgium,72155019,Other bars and rods,9.972,8514,1,False
Slovenia,Germany,72254040,Other alloy flat products,9.964,12933,3,True
China,Hong Kong,72193210,Stainless steel flat products,9.955,16107,1,True
Switzerland,Switzerland,72299090,Alloy steel wire,9.945,77643,12,False
Austria,France,72107080,Coated or plated flat products,9.936,81613,12,True
Sweden,Ireland,72192110,Stainless steel flat products,9.919,22471,4,True
Turkey,Turkey,72222029,Stainless steel bars sections and wire,9.901,31013,2,False
Unknown / not supplied,Germany,72254060,Other alloy flat products,9.9,867,1,True
United Kingdom,Netherlands,72169900,Angles shapes and sections,9.9,58461,4,True
South Korea,Italy,72202041,Stainless steel flat products under 600mm,9.882,23276,1,True
Germany,Germany,72149939,Other bars and rods,9.864,38293,6,False
China,Netherlands,72189920,Stainless steel ingots and semi-finished,9.86,15187,1,True
Spain,Spain,72202029,Stainless steel flat products under 600mm,9.859,56352,2,False
Brazil,Netherlands,72222031,Stainless steel bars sections and wire,9.857,207028,10,True
Finland,Belgium,72201100,Stainless steel flat products under 600mm,9.852,24271,2,True
Poland,Czechia,72101220,Coated or plated flat products,9.843,16122,2,True
India,Italy,72111900,Flat products under 600mm,9.842,12015,1,True
Germany,China,72189980,Stainless steel ingots and semi-finished,9.82,13406,2,True
Turkey,Lithuania,72193310,Stainless steel flat products,9.814,15578,1,True
Unknown / not supplied,Ireland,72222031,Stainless steel bars sections and wire,9.812,39143,29,True
Turkey,Turkey,72192110,Stainless steel flat products,9.805,24806,2,False
Italy,Italy,72201200,Stainless steel flat products under 600mm,9.789,35655,9,False
Spain,United States,72284090,Other alloy bars rods and sections,9.783000000000001,45082,2,True
Belgium,Germany,72192190,Stainless steel flat products,9.773,69950,8,True
Italy,Italy,72085310,Hot-rolled flat products,9.758,7728,1,False
Switzerland,Switzerland,72181000,Stainless steel ingots and semi-finished,9.756,28301,4,False
Unknown / not supplied,Portugal,72083800,Hot-rolled flat products,9.756,5160,1,True
Poland,Belgium,72163211,Angles shapes and sections,9.751,7824,1,True
Turkey,Netherlands,72172090,Wire,9.75,11370,1,True
Vietnam,Italy,72299090,Alloy steel wire,9.75,12383,1,True
Indonesia,Spain,72193210,Stainless steel flat products,9.735,16065,1,True
Italy,Denmark,72292000,Alloy steel wire,9.73,14945,1,True
Italy,France,72254090,Other alloy flat products,9.715,10337,1,True
Poland,Germany,72163390,Angles shapes and sections,9.709,8448,2,True
Netherlands,France,72085390,Hot-rolled flat products,9.706999999999999,16256,4,True
Turkey,Turkey,72192190,Stainless steel flat products,9.706,27818,1,False
Germany,France,72085390,Hot-rolled flat products,9.692,20784,7,True
Germany,Netherlands,72106900,Coated or plated flat products,9.69,7347,1,True
United States,United States,72179020,Wire,9.686,20743,2,False
China,Hong Kong,72230099,Stainless steel wire,9.682,34706,1,True
Finland,Germany,72193290,Stainless steel flat products,9.678,19685,1,True
Italy,Denmark,72299090,Alloy steel wire,9.675,15220,1,True
India,Denmark,72091690,Cold-rolled flat products,9.668,9362,1,True
Italy,Germany,72163110,Angles shapes and sections,9.64,8736,3,True
Ireland,Ireland,72192110,Stainless steel flat products,9.64,90429,1,False
Taiwan,Germany,72202081,Stainless steel flat products under 600mm,9.639,64977,2,True
Germany,Belgium,72085198,Hot-rolled flat products,9.634,11880,1,True
France,France,72201200,Stainless steel flat products under 600mm,9.618,49070,9,False
Taiwan,Taiwan,72051000,Granules and powders,9.600000000000001,84252,4,False
Germany,Sweden,72254040,Other alloy flat products,9.6,16582,1,True
Germany,Luxembourg,72179020,Wire,9.598,11742,1,True
China,Taiwan,72230019,Stainless steel wire,9.598,37242,1,True
Netherlands,Netherlands,72165010,Angles shapes and sections,9.597999999999999,21954,2,False
Finland,Germany,72283061,Other alloy bars rods and sections,9.59,23292,4,True
Belgium,Denmark,72072052,Semi-finished steel,9.584,10023,1,True
India,India,72199020,Stainless steel flat products,9.582,45860,3,False
Unknown / not supplied,Ireland,72171031,Wire,9.578,8505,5,True
Taiwan,Belgium,72202049,Stainless steel flat products under 600mm,9.54,20576,1,True
Germany,Germany,72124020,Coated flat products under 600mm,9.54,24187,3,False
France,France,72222081,Stainless steel bars sections and wire,9.539,36251,16,False
Italy,Belgium,72249090,Alloy steel ingots and semi-finished,9.529,52088,1,True
United Kingdom,Norway,72230019,Stainless steel wire,9.512,115916,7,True
France,France,72282010,Other alloy bars rods and sections,9.511,26037,3,False
Germany,Netherlands,72111400,Flat products under 600mm,9.509,14707,4,True
United States,United States,72029980,Ferro-alloys,9.505999999999998,250632,3,False
Austria,Romania,72223051,Stainless steel bars sections and wire,9.504,48734,1,True
Iceland,Iceland,72042900,Ferrous waste and scrap,9.5,57000,1,False
Germany,Netherlands,72101220,Coated or plated flat products,9.492,35073,1,True
Spain,Germany,72285061,Other alloy bars rods and sections,9.491999999999999,40325,10,True
Czechia,Czechia,72230099,Stainless steel wire,9.49,70650,15,False
Armenia,Germany,72027000,Ferro-alloys,9.489,253977,8,True
Belgium,France,72192210,Stainless steel flat products,9.469000000000001,30858,3,True
Finland,Sweden,72166110,Angles shapes and sections,9.46,9931,2,True
France,Belgium,72072052,Semi-finished steel,9.453,14202,1,True
Germany,Netherlands,72085400,Hot-rolled flat products,9.449,19200,7,True
Italy,Germany,72089020,Hot-rolled flat products,9.439,20377,2,True
France,Germany,72283069,Other alloy bars rods and sections,9.434999999999999,28222,3,True
France,Belgium,72149931,Other bars and rods,9.419,12184,2,True
United Kingdom,Sweden,72193490,Stainless steel flat products,9.417,33845,1,True
Luxembourg,Germany,72172030,Wire,9.405,18677,2,True
China,France,72141000,Other bars and rods,9.402,10537,2,True
Finland,Finland,72202081,Stainless steel flat products under 600mm,9.386,58590,2,False
Japan,Netherlands,72286080,Other alloy bars rods and sections,9.379,20582,7,True
United Kingdom,Poland,72283061,Other alloy bars rods and sections,9.369,109162,4,True
Lithuania,Lithuania,72104900,Coated or plated flat products,9.359,10761,4,False
Spain,Germany,72193210,Stainless steel flat products,9.339,51067,9,True
South Korea,France,72299090,Alloy steel wire,9.31,15353,4,True
Germany,Germany,72222039,Stainless steel bars sections and wire,9.304,80176,16,False
Sweden,Netherlands,72089080,Hot-rolled flat products,9.303,14087,5,True
Italy,Italy,72031000,Direct reduced iron,9.3,175410,1,False
Italy,Germany,72192210,Stainless steel flat products,9.296,38542,6,True
Luxembourg,Germany,72163190,Angles shapes and sections,9.293,7969,1,True
United States,United States,72165099,Angles shapes and sections,9.287,29778,8,False
United States,United States,72283070,Other alloy bars rods and sections,9.263,166321,9,False
Unknown / not supplied,Ireland,72222021,Stainless steel bars sections and wire,9.255,32165,28,True
Italy,Germany,72111300,Flat products under 600mm,9.249,9236,1,True
Sweden,Netherlands,72124080,Coated flat products under 600mm,9.248,10684,2,True
Germany,Germany,72089080,Hot-rolled flat products,9.248,53391,11,False
Germany,Germany,72269199,Other alloy flat products under 600mm,9.233,138407,6,False
Spain,Spain,72119080,Flat products under 600mm,9.223,30165,4,False
Spain,Spain,72112380,Flat products under 600mm,9.222000000000001,30568,1,False
Austria,Netherlands,72173090,Wire,9.222,35479,2,True
Ukraine,Austria,72283061,Other alloy bars rods and sections,9.221,16364,1,True
Finland,Belgium,72085191,Hot-rolled flat products,9.216000000000001,11117,1,True
South Korea,Netherlands,72085390,Hot-rolled flat products,9.216,7969,1,True
Spain,Germany,72254060,Other alloy flat products,9.216,10707,1,True
Japan,Belgium,72085198,Hot-rolled flat products,9.216,7438,1,True
Taiwan,Poland,72222021,Stainless steel bars sections and wire,9.211,66962,4,True
United States,United States,72163299,Angles shapes and sections,9.205,21443,2,False
South Korea,South Korea,72171090,Wire,9.205,17243,2,False
Netherlands,India,72224010,Stainless steel bars sections and wire,9.205,27773,2,True
United States,United States,72286020,Other alloy bars rods and sections,9.2,143265,6,False
South Korea,Ireland,72166900,Angles shapes and sections,9.2,12222,3,True
Czechia,Germany,72149971,Other bars and rods,9.198,11095,2,True
Poland,Belgium,72254060,Other alloy flat products,9.195,8473,2,True
Taiwan,Italy,72112900,Flat products under 600mm,9.194,11267,1,True
Austria,Netherlands,72125090,Coated flat products under 600mm,9.182,34311,6,True
Brazil,France,72222039,Stainless steel bars sections and wire,9.179,213167,7,True
Brazil,Brazil,72189980,Stainless steel ingots and semi-finished,9.172,230854,11,False
China,Austria,72249002,Alloy steel ingots and semi-finished,9.17,15309,2,True
Turkey,Turkey,72192400,Stainless steel flat products,9.165,13063,3,False
Turkey,Netherlands,72202041,Stainless steel flat products under 600mm,9.163,16705,1,True
Belgium,Denmark,72192290,Stainless steel flat products,9.148,21695,3,True
Netherlands,Netherlands,72112330,Flat products under 600mm,9.127,194002,16,False
Belgium,Belgium,72101220,Coated or plated flat products,9.11,14373,6,False
Germany,Denmark,72085400,Hot-rolled flat products,9.084,17508,6,True
Japan,Spain,72171039,Wire,9.083,22300,8,True
Sweden,Norway,72221111,Stainless steel bars sections and wire,9.079,75100,6,True
Sweden,Sweden,72166110,Angles shapes and sections,9.079,19974,4,False
Belgium,Belgium,72179050,Wire,9.072000000000001,45034,4,False
Netherlands,Netherlands,72283061,Other alloy bars rods and sections,9.068,17841,4,False
Italy,Netherlands,72192210,Stainless steel flat products,9.029,20295,2,True
United Kingdom,Netherlands,72166110,Angles shapes and sections,9.025,31074,2,True
Czechia,Netherlands,72089080,Hot-rolled flat products,9.017,37327,16,True
Germany,France,72223097,Stainless steel bars sections and wire,9.016,59421,4,True
China,Chile,72042110,Ferrous waste and scrap,9.01,17143,1,True
United States,Canada,72122000,Coated flat products under 600mm,9.006,51365,2,True
China,France,72024950,Ferro-alloys,9.001999999999999,42714,3,True
France,Slovenia,72051000,Granules and powders,9.0,15006,2,True
India,Czechia,72022100,Ferro-alloys,9.0,28426,1,True
Germany,France,72191310,Stainless steel flat products,9.0,55050,1,True
China,Netherlands,72027000,Ferro-alloys,9.0,281171,2,True
India,India,72029980,Ferro-alloys,9.0,25017,3,False
Switzerland,Switzerland,72112320,Flat products under 600mm,8.992,436340,14,False
Turkey,Turkey,72191290,Stainless steel flat products,8.981,26380,2,False
Spain,Spain,72166900,Angles shapes and sections,8.981,107113,12,False
Slovakia,Czechia,72259200,Other alloy flat products,8.98,6813,1,True
China,China,72221189,Stainless steel bars sections and wire,8.978,29617,11,False
Portugal,Germany,72222081,Stainless steel bars sections and wire,8.975999999999999,37758,13,True
Belgium,Netherlands,72209080,Stainless steel flat products under 600mm,8.975,16294,2,True
Sweden,Finland,72193410,Stainless steel flat products,8.97,36858,1,True
South Korea,Netherlands,72193310,Stainless steel flat products,8.958,20186,1,True
Germany,Singapore,72284090,Other alloy bars rods and sections,8.953,36122,3,True
India,Italy,72202041,Stainless steel flat products under 600mm,8.95,42489,10,True
Poland,Italy,72149979,Other bars and rods,8.936,7920,3,True
Belgium,Belgium,72155011,Other bars and rods,8.932,10515,2,False
Belgium,Italy,72192300,Stainless steel flat products,8.918000000000001,31660,6,True
United Kingdom,France,72283069,Other alloy bars rods and sections,8.913,118681,14,True
France,Norway,72283061,Other alloy bars rods and sections,8.908999999999999,20356,2,True
Italy,Italy,72193100,Stainless steel flat products,8.888,36770,1,False
Belgium,Germany,72193390,Stainless steel flat products,8.873,20581,4,True
China,Netherlands,72202041,Stainless steel flat products under 600mm,8.864,13042,1,True
Germany,France,72163390,Angles shapes and sections,8.86,8443,3,True
United Kingdom,Ireland,72085400,Hot-rolled flat products,8.853,6801,1,True
Spain,Spain,72111300,Flat products under 600mm,8.848,7724,1,False
Spain,Italy,72193410,Stainless steel flat products,8.845,21346,1,True
Belgium,Netherlands,72202081,Stainless steel flat products under 600mm,8.834,15189,1,True
United Kingdom,Slovenia,72287090,Other alloy bars rods and sections,8.831,54552,9,True
Vietnam,Ireland,72106100,Coated or plated flat products,8.83,6677,2,True
United States,United States,72281020,Other alloy bars rods and sections,8.827,157216,8,False
Thailand,Netherlands,72202041,Stainless steel flat products under 600mm,8.826,16340,2,True
Germany,Denmark,72285061,Other alloy bars rods and sections,8.826,23193,2,True
Spain,Ireland,72269930,Other alloy flat products under 600mm,8.815,6772,1,True
Taiwan,China,72221181,Stainless steel bars sections and wire,8.807,77237,2,True
Sweden,Norway,72193310,Stainless steel flat products,8.801,52996,4,True
Czechia,Germany,72162100,Angles shapes and sections,8.801,12340,3,True
Slovenia,Slovenia,72221990,Stainless steel bars sections and wire,8.799999999999999,41229,6,False
Germany,Spain,72193510,Stainless steel flat products,8.798,54183,3,True
Luxembourg,Germany,72164010,Angles shapes and sections,8.789,13402,7,True
Germany,Belgium,72084000,Hot-rolled flat products,8.786000000000001,15633,2,True
Germany,Poland,72171050,Wire,8.779,17125,3,True
Netherlands,Netherlands,72191210,Stainless steel flat products,8.775,75906,1,False
India,Denmark,72123000,Coated flat products under 600mm,8.758,9126,1,True
United States,Austria,72284090,Other alloy bars rods and sections,8.758,198242,1,True
Turkey,Spain,72171090,Wire,8.745,13948,5,True
Poland,France,72171050,Wire,8.73,12639,1,True
Italy,Italy,72099020,Cold-rolled flat products,8.728,21221,11,False
Romania,Romania,72172030,Wire,8.725,11398,1,False
Germany,Belgium,72224090,Stainless steel bars sections and wire,8.717,113274,1,True
India,Germany,72221189,Stainless steel bars sections and wire,8.712,37995,14,True
Unknown / not supplied,Ireland,72230019,Stainless steel wire,8.709999999999999,18213,24,True
Poland,Poland,72202041,Stainless steel flat products under 600mm,8.707,50076,14,False
Germany,Italy,72111400,Flat products under 600mm,8.706,10710,2,True
Spain,France,72281090,Other alloy bars rods and sections,8.7,7807,1,True
United States,United States,72159000,Other bars and rods,8.686,199774,14,False
India,Italy,72230099,Stainless steel wire,8.671000000000001,36908,5,True
Spain,Spain,72082700,Hot-rolled flat products,8.67,7295,2,False
Belgium,France,72254060,Other alloy flat products,8.668,12946,2,True
France,Belgium,72286080,Other alloy bars rods and sections,8.661,7305,2,True
United Kingdom,Slovakia,72111900,Flat products under 600mm,8.656,16111,2,True
United Kingdom,Germany,72141000,Other bars and rods,8.65,17100,1,True
United Kingdom,France,72222011,Stainless steel bars sections and wire,8.648,115163,6,True
China,United Arab Emirates,72222011,Stainless steel bars sections and wire,8.634,39999,1,True
Portugal,Ireland,72222021,Stainless steel bars sections and wire,8.629,42432,4,True
Finland,France,72285061,Other alloy bars rods and sections,8.625,20919,4,True
Taiwan,Canada,72209080,Stainless steel flat products under 600mm,8.614999999999998,77888,2,True
Czechia,Czechia,72285040,Other alloy bars rods and sections,8.61,12140,1,False
Sweden,Italy,72193100,Stainless steel flat products,8.609,56926,7,True
Slovakia,France,72085299,Hot-rolled flat products,8.606,12832,1,True
France,Italy,72222081,Stainless steel bars sections and wire,8.59,46252,9,True
Ukraine,Netherlands,72283020,Other alloy bars rods and sections,8.59,22992,3,True
Unknown / not supplied,Ireland,72165099,Angles shapes and sections,8.59,12690,12,True
Italy,Italy,72249018,Alloy steel ingots and semi-finished,8.565000000000001,29487,2,False
Poland,Poland,72199080,Stainless steel flat products,8.56,52098,9,False
Belgium,Ireland,72199080,Stainless steel flat products,8.557,23928,5,True
Slovenia,Italy,72192110,Stainless steel flat products,8.552,38798,7,True
Taiwan,Ireland,72193390,Stainless steel flat products,8.55,28374,4,True
Sweden,Germany,72210010,Stainless steel bars and rods,8.543,33456,2,True
China,Turkey,72107080,Coated or plated flat products,8.542,7389,1,True
China,Poland,72193390,Stainless steel flat products,8.54,15316,1,True
China,China,72125040,Coated flat products under 600mm,8.539,26241,8,False
Taiwan,Sweden,72112900,Flat products under 600mm,8.537,19256,2,True
Italy,Germany,72221111,Stainless steel bars sections and wire,8.535,43132,8,True
Romania,France,72286080,Other alloy bars rods and sections,8.530999999999999,24463,2,True
Belgium,Belgium,72099080,Cold-rolled flat products,8.5,11581,4,False
Hungary,Hungary,72099020,Cold-rolled flat products,8.483,208363,10,False
Czechia,Germany,72163211,Angles shapes and sections,8.482,7897,2,True
Ireland,Ireland,72166110,Angles shapes and sections,8.476,4740,1,False
Unknown / not supplied,Italy,72149971,Other bars and rods,8.469999999999999,7066,2,True
Belgium,France,72224050,Stainless steel bars sections and wire,8.469,59316,1,True
Turkey,Netherlands,72124080,Coated flat products under 600mm,8.468,11980,2,True
Germany,Italy,72112330,Flat products under 600mm,8.432,12115,2,True
South Korea,South Korea,72202049,Stainless steel flat products under 600mm,8.425,42542,3,False
India,Germany,72149979,Other bars and rods,8.423,6823,1,True
Germany,Italy,72284090,Other alloy bars rods and sections,8.373000000000001,125982,2,True
France,France,72221990,Stainless steel bars sections and wire,8.372,32358,1,False
Denmark,Denmark,72141000,Other bars and rods,8.354,46867,1,False
India,India,72119080,Flat products under 600mm,8.350999999999999,16668,3,False
Spain,Spain,72269120,Other alloy flat products under 600mm,8.35,34637,1,False
Italy,Sweden,72209080,Stainless steel flat products under 600mm,8.338000000000001,241824,2,True
United Kingdom,Netherlands,72107080,Coated or plated flat products,8.335,11340,2,True
China,China,72042110,Ferrous waste and scrap,8.333,213017,4,False
Sweden,Germany,72201100,Stainless steel flat products under 600mm,8.325,46383,7,True
Germany,Netherlands,72164010,Angles shapes and sections,8.318,8831,3,True
Belgium,United States,72221910,Stainless steel bars sections and wire,8.313,281015,4,True
Bulgaria,France,72159000,Other bars and rods,8.307,10646,1,True
Turkey,Italy,72173041,Wire,8.303999999999998,15964,4,True
Slovenia,Switzerland,72192110,Stainless steel flat products,8.286,39067,2,True
Switzerland,Italy,72149939,Other bars and rods,8.282,6433,1,True
Italy,Italy,72281090,Other alloy bars rods and sections,8.272,115800,7,False
Germany,Netherlands,72126000,Coated flat products under 600mm,8.262,60224,11,True
South Africa,South Africa,72286080,Other alloy bars rods and sections,8.258,202864,14,False
United Kingdom,United States,72071210,Semi-finished steel,8.255,6970,1,True
India,Italy,72222019,Stainless steel bars sections and wire,8.246,36474,6,True
Belgium,Belgium,72163299,Angles shapes and sections,8.24,19237,2,False
