origin_country_name,dispatch_country_name,commodity_code,steel_product_group,tonnes,value,active_months,origin_dispatch_different
Taiwan,Taiwan,72221990,Stainless steel bars sections and wire,0.039,1124,1,False
Italy,Germany,72224090,Stainless steel bars sections and wire,0.039,2153,2,True
Czechia,Germany,72123000,Coated flat products under 600mm,0.039,1798,1,True
United States,United States,72249007,Alloy steel ingots and semi-finished,0.039,4191,3,False
Netherlands,Netherlands,72125061,Coated flat products under 600mm,0.038,1356,1,False
Taiwan,Taiwan,72179090,Wire,0.038,3417,2,False
Belgium,Netherlands,72021180,Ferro-alloys,0.038,2249,1,True
Germany,Germany,72072080,Semi-finished steel,0.038,7086,3,False
Vietnam,Vietnam,72224090,Stainless steel bars sections and wire,0.038,5177,1,False
Slovenia,Germany,72221181,Stainless steel bars sections and wire,0.038,886,1,True
KN,Germany,72286020,Other alloy bars rods and sections,0.038,1820,2,True
United States,United States,72253090,Other alloy flat products,0.038,11230,3,False
Italy,Ireland,72201100,Stainless steel flat products under 600mm,0.038,1577,1,True
United States,Germany,72159000,Other bars and rods,0.037,15402,2,True
Denmark,Denmark,72091690,Cold-rolled flat products,0.037,1061,1,False
Belgium,France,72164010,Angles shapes and sections,0.037,1884,1,True
Netherlands,Netherlands,72189919,Stainless steel ingots and semi-finished,0.037,3042,1,False
Austria,Germany,72281090,Other alloy bars rods and sections,0.037,2536,2,True
Vietnam,France,72107080,Coated or plated flat products,0.037,1461,1,True
United States,Poland,72199080,Stainless steel flat products,0.037,1104,1,True
Slovenia,United States,72283069,Other alloy bars rods and sections,0.037,931,1,True
Finland,Finland,72119080,Flat products under 600mm,0.037,1159,1,False
France,France,72202021,Stainless steel flat products under 600mm,0.036,1038,1,False
United States,Germany,72224010,Stainless steel bars sections and wire,0.036,939,1,True
Unknown / not supplied,Ireland,72119020,Flat products under 600mm,0.036,498,3,True
Austria,Germany,72221189,Stainless steel bars sections and wire,0.036,2770,1,True
Germany,Sweden,72283061,Other alloy bars rods and sections,0.036,959,1,True
Netherlands,Poland,72191100,Stainless steel flat products,0.036,1554,1,True
United States,Canada,72169900,Angles shapes and sections,0.036,1368,1,True
Taiwan,Taiwan,72161000,Angles shapes and sections,0.036,11868,1,False
Finland,Poland,72191410,Stainless steel flat products,0.036,2075,1,True
Germany,Germany,72189911,Stainless steel ingots and semi-finished,0.036,4133,1,False
SV,Azerbaijan,72223097,Stainless steel bars sections and wire,0.036,3004,1,True
Australia,Australia,72299090,Alloy steel wire,0.036,1971,1,False
Slovenia,Slovenia,72173090,Wire,0.036,3612,1,False
South Africa,South Africa,72281090,Other alloy bars rods and sections,0.035,2889,1,False
Poland,Germany,72283070,Other alloy bars rods and sections,0.035,2493,1,True
Poland,Poland,72125090,Coated flat products under 600mm,0.035,1701,1,False
Unknown / not supplied,Sweden,72283061,Other alloy bars rods and sections,0.035,2435,1,True
Germany,Canada,72092790,Cold-rolled flat products,0.035,1177,1,True
Austria,Germany,72052900,Granules and powders,0.035,1664,1,True
France,France,72189920,Stainless steel ingots and semi-finished,0.035,1360,1,False
Italy,United States,72221119,Stainless steel bars sections and wire,0.035,3572,1,True
France,United States,72224010,Stainless steel bars sections and wire,0.035,2743,2,True
Austria,Germany,72112330,Flat products under 600mm,0.035,2431,1,True
United Kingdom,Sweden,72209080,Stainless steel flat products under 600mm,0.035,12660,1,True
United Kingdom,Brazil,72171050,Wire,0.035,1044,1,True
Netherlands,Netherlands,72269199,Other alloy flat products under 600mm,0.035,8001,1,False
Norway,Netherlands,72199080,Stainless steel flat products,0.035,1239,1,True
Germany,Netherlands,72288000,Other alloy bars rods and sections,0.035,1592,1,True
United States,Czechia,72099080,Cold-rolled flat products,0.035,8021,1,True
Sweden,Switzerland,72222089,Stainless steel bars sections and wire,0.035,1925,1,True
Germany,Germany,72125061,Coated flat products under 600mm,0.034,15086,1,False
United Kingdom,Netherlands,72286020,Other alloy bars rods and sections,0.034,5088,1,True
CR,CR,72210090,Stainless steel bars and rods,0.034,2585,1,False
Croatia,Croatia,72286020,Other alloy bars rods and sections,0.034,6719,3,False
United States,United States,72171010,Wire,0.034,11017,4,False
United States,Sweden,72119080,Flat products under 600mm,0.034,2064,1,True
Italy,France,72166900,Angles shapes and sections,0.034,930,1,True
United States,Canada,72189920,Stainless steel ingots and semi-finished,0.034,958,1,True
United Arab Emirates,United Arab Emirates,72193390,Stainless steel flat products,0.034,2558,1,False
Italy,Germany,72202089,Stainless steel flat products under 600mm,0.034,2044,1,True
United Arab Emirates,United Arab Emirates,72125090,Coated flat products under 600mm,0.034,15027,1,False
Spain,Switzerland,72222089,Stainless steel bars sections and wire,0.033,3145,1,True
Ireland,Ireland,72202049,Stainless steel flat products under 600mm,0.033,3141,2,False
Norway,Netherlands,72223097,Stainless steel bars sections and wire,0.033,1469,1,True
Germany,Norway,72202021,Stainless steel flat products under 600mm,0.033,3887,1,True
Czechia,Netherlands,72222031,Stainless steel bars sections and wire,0.033,908,1,True
South Korea,India,72269970,Other alloy flat products under 600mm,0.033,2150,1,True
South Korea,United States,72230099,Stainless steel wire,0.033,3411,3,True
Canada,United States,72071290,Semi-finished steel,0.033,1297,1,True
United States,China,72132000,Hot-rolled bars and rods,0.032,6955,1,True
United States,Kazakhstan,72069000,Ingots and primary forms,0.032,1050,1,True
Denmark,Denmark,72221189,Stainless steel bars sections and wire,0.032,1467,1,False
Ireland,Ireland,72121090,Coated flat products under 600mm,0.032,1500,1,False
Germany,Germany,72249090,Alloy steel ingots and semi-finished,0.032,3272,1,False
Germany,Germany,72251910,Other alloy flat products,0.032,1464,1,False
Poland,India,72082500,Hot-rolled flat products,0.032,1763,1,True
Poland,Netherlands,72119080,Flat products under 600mm,0.032,2107,1,True
United Kingdom,Norway,72221990,Stainless steel bars sections and wire,0.032,994,1,True
United Kingdom,Norway,72082500,Hot-rolled flat products,0.032,2554,1,True
Italy,Switzerland,72222021,Stainless steel bars sections and wire,0.032,7472,1,True
Poland,Switzerland,72169900,Angles shapes and sections,0.032,4542,2,True
Italy,Sweden,72193590,Stainless steel flat products,0.032,945,1,True
Germany,Poland,72155080,Other bars and rods,0.032,1025,1,True
United States,United States,72131000,Hot-rolled bars and rods,0.032,2277,1,False
France,Austria,72299090,Alloy steel wire,0.031,4024,1,True
Croatia,Croatia,72169900,Angles shapes and sections,0.031,9598,1,False
United Kingdom,Netherlands,72249090,Alloy steel ingots and semi-finished,0.031,1122,1,True
Vietnam,Germany,72159000,Other bars and rods,0.031,1057,1,True
South Korea,United States,72202021,Stainless steel flat products under 600mm,0.031,1250,1,True
Belgium,Belgium,72171010,Wire,0.031,3052,2,False
Taiwan,Taiwan,72099080,Cold-rolled flat products,0.031,1871,1,False
Unknown / not supplied,Ireland,72172010,Wire,0.031,181,5,True
Germany,Germany,72271000,Alloy bars and rods hot-rolled,0.031,2048,1,False
Italy,Italy,72173090,Wire,0.030000000000000002,3337,2,False
Poland,Poland,72224010,Stainless steel bars sections and wire,0.03,1247,1,False
